"","AGBN","seed","seedrich","type","time"
"131",10.0465382442705,34308.7303483456,1,"SF","first"
"132",21.0145035262951,0,0,"SF","first"
"133",5.32637483653494,0,0,"SF","first"
"134",10.2100194610839,0,0,"SF","first"
"135",14.3715361323214,0,0,"SF","first"
"136",7.55390835195203,0,0,"SF","first"
"137",22.4973154726484,0,0,"SF","first"
"138",16.9637995130177,0,0,"SF","first"
"139",28.3998961163463,0,0,"SF","first"
"140",5.12853335668317,0,0,"SF","first"
"141",26.5269378945644,0,0,"SF","first"
"142",28.3251428627949,0,0,"SF","first"
"143",11.0270172514402,0,0,"SF","first"
"144",18.591345258966,0,0,"SF","first"
"145",8.14603707198532,0,0,"SF","first"
"146",2.07305262588102,0,0,"SF","first"
"147",16.1354112406298,0,0,"SF","first"
"148",2.91438701394659,0,0,"SF","first"
"149",21.722396103611,0,0,"SF","first"
"150",16.9924017721196,0,0,"SF","first"
"151",28.4861246232417,0,0,"SF","first"
"152",36.2430665749962,0,0,"SF","first"
"153",11.6033170392538,0,0,"SF","first"
"154",14.1717877543757,0,0,"SF","first"
"155",30.9808824492148,0,0,"SF","first"
"156",12.3119736350324,0,0,"SF","first"
"157",41.5220811696831,0,0,"SF","first"
"158",51.7621885549415,926335.719405331,3,"SF","first"
"159",51.7621885549415,926335.719405331,3,"SF","first"
"160",0,0,0,"SF","first"
"161",17.5984873896656,0,0,"SF","first"
"162",0,0,0,"SF","first"
"163",1.01013420885954,0,0,"SF","first"
"164",14.7273573782241,0,0,"SF","first"
"165",21.6464293903327,0,0,"SF","first"
"166",0,137234.921393382,1,"SF","first"
"167",23.7435823269601,0,0,"SF","first"
"168",2.28856312480522,0,0,"SF","first"
"169",6.38482758140238,0,0,"SF","first"
"170",0,0,0,"SF","first"
"171",1.49793570853932,0,0,"SF","first"
"172",147.283869921481,0,0,"SF","first"
"173",145.900304094794,0,0,"SF","first"
"174",98.6140835443034,0,0,"SF","first"
"175",5.62108624444579,0,0,"SF","first"
"176",16.2753881190429,0,0,"SF","first"
